Seccion,Casilla,Eleccion,Municipio,Distrito,Estatus,LN,Total,Partido Acción Nacional,Partido Revolucionario Institucional,Partido de la Revolución Democrática,Partido del Trabajo,Partido Verde Ecologista de México,Movimiento Ciudadano,Nueva Alianza Partido Político Nacional,Partido Demócrata,Partido Cruzada Ciudadana,MORENA,Partido Humanista  Partido Político Nacional,Partido Político Nacional  Encuentro Social,Candidato Independiente,Combinación PRI PVEM NA PD,Combinación PRI PVEM NA,Combinación PRI PVEM PD,Combinación PRI NA PD,Combinación PVEM NA PD,Combinación PRI PVEM,Combinación PRI NA,Combinación PRI PD,Combinación PVEM NA,Combinación PVEM PD,Combinación NA PD,Combinación PRD PT,Votos Anulados
78,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,521,247,53,108,6,0,22,15,10,0,0,1,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,12
78,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,520,250,54,110,8,10,12,16,6,0,0,3,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,6
79,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,653,323,80,145,3,8,14,22,11,0,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,11
79,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,653,324,70,137,5,7,14,17,16,0,0,10,9,0,33,0,0,0,0,0,0,0,0,0,0,0,0,6
79,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,653,299,56,140,5,6,19,9,18,0,0,5,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,7
80,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,560,307,62,156,2,10,10,17,4,0,0,4,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,6
80,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,559,289,64,138,1,6,13,20,8,0,0,0,8,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5
81,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,675,438,157,116,8,8,14,56,12,0,0,14,6,0,41,0,0,0,0,0,0,0,0,0,0,0,0,6
81,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,675,409,162,114,5,6,13,51,10,0,0,5,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,2
81,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,674,433,174,88,6,4,17,69,10,0,0,9,7,0,47,0,0,0,0,0,0,0,0,0,0,0,0,2
81,CONTIGUA 3,Ayuntamiento,Apodaca,16,Acta contabilizada,674,421,152,99,3,8,13,68,17,0,0,9,6,0,41,0,0,0,0,0,0,0,0,0,0,0,0,5
81,CONTIGUA 4,Ayuntamiento,Apodaca,16,Acta contabilizada,674,440,168,112,6,10,8,58,8,0,0,11,10,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3
81,CONTIGUA 5,Ayuntamiento,Apodaca,16,Acta contabilizada,674,408,145,104,9,6,14,60,9,0,0,3,11,0,46,0,0,0,0,0,0,0,0,0,0,0,0,1
82,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,507,302,95,91,5,4,8,40,18,0,0,7,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3
82,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,506,310,86,80,9,5,12,42,18,0,0,11,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,7
83,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,719,415,98,133,13,13,17,47,17,0,0,10,10,0,48,0,0,0,0,0,0,0,0,0,0,0,0,9
84,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,685,391,104,120,4,8,14,46,43,0,0,6,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,11
84,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,685,386,113,101,11,7,17,44,39,0,0,6,9,0,33,0,0,0,0,0,0,0,0,0,0,0,0,6
84,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,685,368,116,112,6,9,10,45,24,0,0,6,7,0,31,0,0,0,0,0,0,0,0,0,0,0,0,2
84,CONTIGUA 3,Ayuntamiento,Apodaca,16,Acta contabilizada,685,366,121,95,8,14,13,42,35,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,5
84,CONTIGUA 4,Ayuntamiento,Apodaca,16,Acta contabilizada,684,403,114,118,3,6,14,49,40,0,0,9,7,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3
84,CONTIGUA 5,Ayuntamiento,Apodaca,16,Acta contabilizada,684,384,105,131,6,10,14,44,26,0,0,9,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4
84,CONTIGUA 6,Ayuntamiento,Apodaca,16,Acta contabilizada,684,368,115,108,2,6,11,34,41,0,0,2,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,10
84,EXTRAORDINARIA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,666,391,125,106,6,7,15,59,23,0,0,7,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,6
84,EXTRAORDINARIA 1 CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,666,375,134,107,5,7,12,34,23,0,0,9,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,5
84,EXTRAORDINARIA 1 CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,666,385,146,97,5,7,11,43,30,0,0,4,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,6
84,EXTRAORDINARIA 1 CONTIGUA 3,Ayuntamiento,Apodaca,16,Acta contabilizada,666,390,132,109,2,9,11,49,19,0,0,9,6,0,38,0,0,0,0,0,0,0,0,0,0,0,0,6
84,EXTRAORDINARIA 1 CONTIGUA 4,Ayuntamiento,Apodaca,16,Acta contabilizada,666,383,136,102,5,5,15,42,25,0,0,12,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3
84,EXTRAORDINARIA 1 CONTIGUA 5,Ayuntamiento,Apodaca,16,Acta contabilizada,666,374,126,104,4,4,15,42,21,0,0,8,8,0,34,0,0,0,0,0,0,0,0,0,0,0,0,8
84,EXTRAORDINARIA 1 CONTIGUA 6,Ayuntamiento,Apodaca,16,Acta contabilizada,665,385,131,114,3,8,10,37,29,0,0,5,8,0,34,0,0,0,0,0,0,0,0,0,0,0,0,6
85,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,662,337,73,118,3,10,15,45,22,0,0,5,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,11
85,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,662,324,65,139,10,8,12,36,12,0,0,3,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4
85,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,661,329,76,129,6,8,10,34,12,0,0,0,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,6
86,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,632,328,67,104,4,6,15,27,27,0,0,12,6,0,52,0,0,0,0,0,0,0,0,0,0,0,0,8
86,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,632,334,83,115,5,9,6,27,28,0,0,3,7,0,43,0,0,0,0,0,0,0,0,0,0,0,0,8
86,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,632,307,77,116,4,3,9,23,23,0,0,3,7,0,33,0,0,0,0,0,0,0,0,0,0,0,0,9
86,CONTIGUA 3,Ayuntamiento,Apodaca,16,Acta contabilizada,631,316,72,118,2,11,15,27,27,0,0,2,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3
87,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,737,396,131,139,3,8,15,40,17,0,0,1,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,5
87,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,737,398,118,136,3,15,25,37,16,0,0,9,11,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3
87,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,737,393,123,111,8,11,16,36,20,0,0,8,9,0,41,0,0,0,0,0,0,0,0,0,0,0,0,10
88,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,677,335,136,105,4,5,9,24,6,0,0,6,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,5
88,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,677,381,136,124,7,6,13,33,8,0,0,4,9,0,32,0,0,0,0,0,0,0,0,0,0,0,0,9
88,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,677,337,122,109,7,6,12,35,5,0,0,5,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,6
88,CONTIGUA 3,Ayuntamiento,Apodaca,16,Acta contabilizada,677,368,130,126,4,7,21,29,4,0,0,7,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,7
88,CONTIGUA 4,Ayuntamiento,Apodaca,16,Acta contabilizada,676,347,132,122,3,4,13,30,10,0,0,4,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
89,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,680,389,137,132,21,7,13,27,14,0,0,3,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5
89,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,680,410,159,126,18,5,14,31,4,0,0,6,7,0,31,0,0,0,0,0,0,0,0,0,0,0,0,9
89,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,680,378,120,134,28,3,9,34,9,0,0,9,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,6
90,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,521,279,80,81,6,4,9,41,7,0,0,12,12,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5
90,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,520,296,88,94,3,5,8,44,8,0,0,8,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,10
90,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,520,300,92,96,4,2,13,31,10,0,0,8,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,10
91,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,597,322,111,102,8,11,9,28,10,0,0,8,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3
91,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,597,352,106,109,5,6,14,40,12,0,0,5,9,0,37,0,0,0,0,0,0,0,0,0,0,0,0,9
92,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,540,343,93,157,6,5,10,24,8,0,0,4,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,9
92,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,540,314,97,125,3,6,6,23,14,0,0,2,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,5
92,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,539,329,92,145,4,5,7,24,7,0,0,6,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,6
93,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,722,428,137,126,5,14,23,36,11,0,0,2,11,0,58,0,0,0,0,0,0,0,0,0,0,0,0,5
93,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,722,417,134,142,6,5,14,38,11,0,0,9,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,10
94,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,547,279,64,131,0,5,14,23,2,0,0,3,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,7
94,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,546,284,60,145,2,6,16,14,5,0,0,2,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,5
94,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,546,283,69,133,6,4,8,18,7,0,0,6,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,7
95,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,669,427,152,86,5,9,10,51,22,0,0,13,13,0,62,0,0,0,0,0,0,0,0,0,0,0,0,4
95,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,669,439,176,116,5,8,11,38,1,0,0,8,10,0,59,0,0,0,0,0,0,0,0,0,0,0,0,7
95,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,669,438,143,123,5,10,9,70,17,0,0,4,7,0,40,0,0,0,0,0,0,0,0,0,0,0,0,10
95,CONTIGUA 3,Ayuntamiento,Apodaca,16,Acta contabilizada,669,439,179,109,9,6,11,38,11,0,0,8,17,0,49,0,0,0,0,0,0,0,0,0,0,0,0,2
96,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,548,251,49,136,4,7,12,11,3,0,0,6,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8
96,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,547,262,53,138,3,5,9,18,7,0,0,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5
96,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,547,266,42,154,6,10,11,11,2,0,0,3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10
97,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,639,353,101,138,5,8,8,36,8,0,0,6,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4
97,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,638,354,90,152,4,8,12,32,8,0,0,3,6,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3
98,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,738,374,86,183,6,7,10,35,4,0,0,5,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,8
98,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,737,385,67,199,7,6,10,31,9,0,0,3,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,19
99,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,503,281,70,92,3,3,10,20,13,0,0,1,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,28
99,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,502,326,117,90,0,4,7,31,15,0,0,9,9,0,39,0,0,0,0,0,0,0,0,0,0,0,0,5
99,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,502,309,94,89,4,9,22,24,16,0,0,2,10,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4
100,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,612,354,94,119,2,7,14,33,13,0,0,10,10,0,41,0,0,0,0,0,0,0,0,0,0,0,0,11
100,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,612,342,95,130,2,9,11,34,5,0,0,8,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,7
100,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,612,325,111,111,3,9,14,27,10,0,0,5,9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2
100,CONTIGUA 3,Ayuntamiento,Apodaca,16,Acta contabilizada,612,358,100,137,4,7,12,30,9,0,0,6,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,8
101,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,709,435,157,110,15,9,14,51,20,0,0,6,9,0,38,0,0,0,0,0,0,0,0,0,0,0,0,6
101,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,709,458,160,133,12,4,14,55,16,0,0,8,8,0,43,0,0,0,0,0,0,0,0,0,0,0,0,5
101,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,709,415,133,102,12,9,16,70,15,0,0,6,6,0,43,0,0,0,0,0,0,0,0,0,0,0,0,3
101,CONTIGUA 3,Ayuntamiento,Apodaca,16,Acta contabilizada,709,424,153,108,15,6,13,51,15,0,0,8,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,9
101,CONTIGUA 4,Ayuntamiento,Apodaca,16,Acta contabilizada,708,443,154,130,10,5,19,52,19,0,0,5,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,10
101,CONTIGUA 5,Ayuntamiento,Apodaca,16,Acta contabilizada,708,430,165,107,16,6,18,47,14,0,0,6,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,5
101,CONTIGUA 6,Ayuntamiento,Apodaca,16,Acta contabilizada,708,436,164,120,16,9,16,42,11,0,0,6,7,0,38,0,0,0,0,0,0,0,0,0,0,0,0,7
101,CONTIGUA 7,Ayuntamiento,Apodaca,16,Acta contabilizada,708,446,155,123,20,7,25,44,19,0,0,5,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,7
102,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,703,412,139,135,6,6,20,34,10,0,0,5,12,0,33,0,0,0,0,0,0,0,0,0,0,0,0,12
102,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,703,413,128,160,6,2,17,36,6,0,0,4,9,0,40,0,0,0,0,0,0,0,0,0,0,0,0,5
102,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,702,384,131,146,1,2,15,31,13,0,0,7,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3
102,CONTIGUA 3,Ayuntamiento,Apodaca,16,Acta contabilizada,702,394,111,146,2,4,16,34,10,0,0,4,12,0,46,0,0,0,0,0,0,0,0,0,0,0,0,9
102,CONTIGUA 4,Ayuntamiento,Apodaca,16,Acta contabilizada,702,439,148,137,5,9,6,60,19,0,0,8,6,0,34,0,0,0,0,0,0,0,0,0,0,0,0,7
102,EXTRAORDINARIA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,734,471,205,94,9,4,15,57,9,0,0,13,8,0,51,0,0,0,0,0,0,0,0,0,0,0,0,6
102,EXTRAORDINARIA 1 CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,734,489,220,104,5,8,13,53,10,0,0,9,9,0,54,0,0,0,0,0,0,0,0,0,0,0,0,4
102,EXTRAORDINARIA 1 CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,734,470,203,125,3,5,8,51,9,0,0,6,11,0,45,0,0,0,0,0,0,0,0,0,0,0,0,4
102,EXTRAORDINARIA 1 CONTIGUA 3,Ayuntamiento,Apodaca,16,Acta contabilizada,734,468,200,97,2,4,16,52,11,0,0,10,11,0,60,0,0,0,0,0,0,0,0,0,0,0,0,5
102,EXTRAORDINARIA 1 CONTIGUA 4,Ayuntamiento,Apodaca,16,Acta contabilizada,734,477,194,101,4,6,14,59,12,0,0,7,9,0,66,0,0,0,0,0,0,0,0,0,0,0,0,5
102,EXTRAORDINARIA 1 CONTIGUA 5,Ayuntamiento,Apodaca,16,Acta contabilizada,734,476,204,101,2,8,15,53,9,0,0,6,6,0,69,0,0,0,0,0,0,0,0,0,0,0,0,3
102,EXTRAORDINARIA 1 CONTIGUA 6,Ayuntamiento,Apodaca,16,Acta contabilizada,733,493,224,118,4,6,10,55,16,0,0,11,5,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
103,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,720,408,109,179,1,6,17,41,4,0,0,9,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,16
103,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,720,418,99,181,5,8,12,40,6,0,0,7,9,0,35,0,0,0,0,0,0,0,0,0,0,0,0,16
104,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,661,377,102,161,3,2,19,39,9,0,0,7,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,8
104,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,661,405,106,167,3,4,17,42,10,0,0,6,6,0,39,0,0,0,0,0,0,0,0,0,0,0,0,5
105,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,731,449,167,155,5,4,13,30,17,0,0,5,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,7
105,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,731,455,147,144,2,5,20,62,19,0,0,9,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,8
106,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,580,314,124,120,2,3,4,22,6,0,0,5,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7
106,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,580,368,150,121,3,8,15,30,11,0,0,2,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4
107,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,746,450,174,143,2,4,15,51,10,0,0,9,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,9
107,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,746,389,135,114,7,2,9,61,10,0,0,8,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,7
107,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,746,430,174,130,2,2,11,57,4,0,0,5,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4
107,CONTIGUA 3,Ayuntamiento,Apodaca,16,Acta contabilizada,745,443,173,126,3,5,11,50,9,0,0,9,10,0,39,0,0,0,0,0,0,0,0,0,0,0,0,8
108,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,696,454,194,102,13,5,13,50,9,0,0,10,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,2
108,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,695,429,174,94,9,4,18,58,6,0,0,9,8,0,42,0,0,0,0,0,0,0,0,0,0,0,0,7
108,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,695,432,165,128,5,2,9,67,3,0,0,6,8,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3
108,CONTIGUA 3,Ayuntamiento,Apodaca,16,Acta contabilizada,695,451,202,113,11,4,9,50,9,0,0,8,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,7
108,CONTIGUA 4,Ayuntamiento,Apodaca,16,Acta contabilizada,695,445,204,104,14,1,10,47,10,0,0,10,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,6
108,CONTIGUA 5,Ayuntamiento,Apodaca,16,Acta contabilizada,695,438,190,120,10,7,9,53,8,0,0,7,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,2
108,CONTIGUA 6,Ayuntamiento,Apodaca,16,Acta contabilizada,695,438,175,119,13,3,8,57,9,0,0,9,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,7
109,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,667,376,91,225,3,3,5,22,1,0,0,2,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3
109,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,667,390,84,237,4,1,9,24,3,0,0,1,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1
109,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,667,338,94,169,2,0,3,30,8,0,0,5,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,8
109,CONTIGUA 3,Ayuntamiento,Apodaca,16,Acta contabilizada,667,356,88,176,5,3,9,28,9,0,0,4,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10
110,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,533,359,117,158,5,0,4,36,1,0,0,5,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5
110,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,532,315,101,134,3,2,10,32,6,0,0,3,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2
110,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,532,335,107,135,6,0,5,40,8,0,0,5,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4
111,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,746,394,125,165,4,2,7,25,7,0,0,7,9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,9
111,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,746,397,113,162,7,6,11,40,4,0,0,7,9,0,33,0,0,0,0,0,0,0,0,0,0,0,0,5
112,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,712,393,99,202,1,6,18,21,3,0,0,4,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,12
112,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,712,366,97,171,4,3,13,27,11,0,0,7,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10
113,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,412,241,61,120,1,0,13,14,4,0,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7
113,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,412,218,73,97,1,1,4,19,3,0,0,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10
114,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,739,464,155,164,4,4,19,53,10,0,0,6,6,0,38,0,0,0,0,0,0,0,0,0,0,0,0,5
114,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,738,453,149,174,10,6,6,41,6,0,0,6,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,7
114,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,738,480,180,158,8,6,12,32,12,0,0,7,9,0,53,0,0,0,0,0,0,0,0,0,0,0,0,3
115,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,546,317,100,130,0,11,7,33,7,0,0,2,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4
115,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,545,325,93,156,1,9,10,20,7,0,0,1,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6
115,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,545,322,113,138,0,2,7,28,4,0,0,1,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,5
116,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,696,295,57,153,6,6,10,13,9,0,0,6,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,8
116,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,696,309,51,154,9,2,17,22,3,0,0,7,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,10
116,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,695,279,59,138,4,3,9,19,9,0,0,6,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,8
117,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,651,305,53,159,2,3,16,12,8,0,0,5,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,10
117,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,650,281,50,138,8,2,15,24,3,0,0,10,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14
117,CONTIGUA 2,Ayuntamiento,Apodaca,16,Acta contabilizada,650,290,51,132,5,11,25,21,10,0,0,9,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6
118,BASICA,Ayuntamiento,Apodaca,16,Acta contabilizada,549,238,50,125,7,4,8,8,4,0,0,2,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13
118,CONTIGUA 1,Ayuntamiento,Apodaca,16,Acta contabilizada,548,227,46,107,11,2,9,8,6,0,0,2,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,8
