 CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PANAL,PES,RSP,FXM,C_PRI_PRD,C_PVEM_PT_MORENA_PANAL,C_PVEM_PT_MORENA,C_PVEM_PT_PANAL,C_PVEM_MORENA_PANAL,C_PT_MORENA_PANAL,C_PVEM_PT,C_PVEM_MORENA,C_PVEM_PANAL,C_PT_MORENA,C_PT_PANAL,C_MORENA_PANAL,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
191214B0100,191214B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1214,1,B,0,1,2,0,,,,31,57,0,3,2,54,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,,176,293,12, Por Recuento,1,D,,,12/6/2021 7:24,,,,-
191215B0100,191215B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1215,1,B,0,1,2,,,,,24,62,1,0,0,57,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,162,304,12, Por MAC,1,D,,,9/6/2021 21:50,,,,-
191216B0100,191216B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1216,1,B,0,1,2,,,,,23,78,0,0,0,74,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,201,325,12, Por MAC,1,D,,,9/6/2021 21:52,,,,-
191217B0100,191217B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1217,1,B,0,1,2,,,,,28,66,1,0,2,58,19,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,,181,281,12, Por MAC,1,D,,,9/6/2021 21:53,,,,-
191218B0100,191218B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1218,1,B,0,1,2,,,,,28,158,0,5,3,103,25,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,335,584,12, Por MAC,1,D,,,9/6/2021 21:53,,,,-
191219B0100,191219B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1219,1,B,0,1,2,0,,,,48,102,1,1,4,145,33,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,,344,608,12, Por Recuento,1,D,,,12/6/2021 7:23,,,,-
191220B0100,191220B01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1220,1,B,0,1,2,0,,,,25,77,1,2,1,90,25,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,,232,412,12, Por Recuento,1,D,,,12/6/2021 6:43,,,,-
191220C0100,191220C01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1220,1,C,0,1,2,,,,,28,78,2,2,1,84,20,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,221,412,12, Por MAC,1,D,,,10/6/2021 4:31,,,,-
191221B0100,191221B01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1221,1,B,0,1,2,0,,,,39,131,1,1,8,145,24,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,360,589,12, Por Consejo CEE,1,D,,,12/6/2021 2:35,,,,-
191222B0100,191222B01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1222,1,B,0,1,2,,,,,15,92,0,1,0,64,12,1,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,,194,385,12, Por MAC,1,D,,,10/6/2021 4:33,,,,-
191222C0100,191222C01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1222,1,C,0,1,2,,,,,25,96,0,0,2,69,14,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,212,384,12, Por MAC,1,D,,,10/6/2021 4:35,,,,-
191223B0100,191223B01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1223,1,B,0,1,2,,,,,14,92,0,0,1,60,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,199,390,12, Por MAC,1,D,,,10/6/2021 4:37,,,,-
191223C0100,191223C01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1223,1,C,0,1,2,,,,,18,97,2,2,0,55,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,193,389,12, Por MAC,1,D,,,10/6/2021 4:39,,,,-
191224B0100,191224B01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1224,1,B,0,1,2,,,,,28,131,0,1,4,85,23,0,0,1,2,3,0,0,0,0,0,0,0,0,2,0,0,0,1,,281,556,12, Por MAC,1,D,,,10/6/2021 4:40,,,,-
191225B0100,191225B01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1225,1,B,0,1,2,0,,,,16,124,1,4,2,78,22,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,6,,260,503,12, Por Recuento,1,D,,,12/6/2021 14:52,,,,-
191225C0100,191225C01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1225,1,C,0,1,2,0,,,,28,125,0,4,3,79,15,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,,263,503,12, Por Recuento,1,D,,,12/6/2021 6:44,,,,-
191226B0100,191226B01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1226,1,B,0,1,2,0,,,,42,104,1,2,2,53,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,229,413,12, Por Consejo CEE,1,D,,,12/6/2021 2:36,,,,-
191227B0100,191227B01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1227,1,B,0,1,2,,,,,27,87,0,3,1,74,13,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,,214,417,12, Por MAC,1,D,,,10/6/2021 4:50,,,,-
191227C0100,191227C01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1227,1,C,0,1,2,,,,,30,99,1,1,0,67,7,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,,217,417,12, Por MAC,1,D,,,10/6/2021 4:52,,,,-
191228B0100,191228B01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1228,1,B,0,1,2,,,,,16,120,0,3,0,47,13,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,209,478,12, Por MAC,1,D,,,10/6/2021 4:54,,,,-
191228C0100,191228C01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1228,1,C,0,1,2,0,,,,14,116,1,2,7,65,19,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,,233,477,12, Por Recuento,1,D,,,12/6/2021 6:47,,,,-
191229B0100,191229B01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1229,1,B,0,1,2,,,,,4,208,0,2,3,31,4,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,268,483,12, Por MAC,1,D,,,10/6/2021 4:57,,,,-
191230B0100,191230B01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1230,1,B,0,1,2,,,,,12,182,0,4,3,49,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,,276,570,12, Por MAC,1,D,,,10/6/2021 4:58,,,,-
191230C0100,191230C01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1230,1,C,0,1,2,,,,,14,199,2,1,2,55,11,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,,299,570,12, Por MAC,1,D,,,10/6/2021 5:00,,,,-
191231B0100,191231B01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1231,1,B,0,1,2,,,,,26,131,1,4,1,54,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,242,524,12, Por MAC,1,D,,,10/6/2021 5:02,,,,-
191231C0100,191231C01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1231,1,C,0,1,2,,,,,12,131,0,3,2,69,16,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,247,524,12, Por MAC,1,D,,,10/6/2021 5:03,,,,-
191232B0100,191232B01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1232,1,B,0,1,2,0,,,,29,97,0,1,0,77,35,3,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,3,,250,474,12, Por Consejo CEE,1,D,,,12/6/2021 2:37,,,,-
191232C0100,191232C01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1232,1,C,0,1,2,,,,,29,104,3,2,1,80,17,1,1,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,5,,249,474,12, Por MAC,1,D,,,10/6/2021 5:07,,,,-
191233B0100,191233B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1233,1,B,0,1,2,0,,,,23,104,1,1,3,106,17,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,,263,480,12, Por Recuento,1,D,,,12/6/2021 7:13,,,,-
191233C0100,191233C01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1233,1,C,0,1,2,,,,,37,94,2,0,1,109,28,1,0,1,4,0,1,0,0,0,0,0,1,0,0,0,1,0,3,,283,479,12, Por MAC,1,D,,,9/6/2021 21:58,,,,-
191234B0100,191234B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1234,1,B,0,1,2,,,,,22,145,0,4,0,126,21,2,1,0,3,2,0,0,1,0,0,1,0,0,0,0,1,0,8,,337,599,12, Por MAC,1,D,,,9/6/2021 21:59,,,,-
191235B0100,191235B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1235,1,B,0,1,2,,,,,25,135,0,0,1,77,32,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,,287,704,12, Por MAC,1,D,,,9/6/2021 22:00,,,,-
191235C0100,191235C01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1235,1,C,0,1,2,0,,,,15,171,3,2,103,22,2,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,330,704,12, Por Recuento,1,D,,,12/6/2021 7:28,,,,-
191236B0100,191236B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1236,1,B,0,1,2,0,,,,31,137,1,1,2,74,15,5,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,,273,539,12, Por Recuento,1,D,,,12/6/2021 7:27,,,,-
191236C0100,191236C01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1236,1,C,0,1,2,,,,,37,112,2,2,3,75,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,260,538,12, Por MAC,1,D,,,9/6/2021 22:04,,,,-
191237B0100,191237B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1237,1,B,0,1,2,0,,,,50,72,0,2,1,96,20,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,12,,258,621,12, Por Recuento,1,D,,,12/6/2021 7:42,,,,-
191237C0100,191237C01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1237,1,C,0,1,2,,,,,36,88,0,4,1,96,21,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,6,,256,621,12, Por MAC,1,D,,,9/6/2021 22:07,,,,-
191238B0100,191238B01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1238,1,B,0,1,2,,,,,20,131,0,0,3,93,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,272,562,12, Por MAC,1,D,,,10/6/2021 5:08,,,,-
191238C0100,191238C01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1238,1,C,0,1,2,,,,,16,99,0,2,0,74,22,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,218,562,12, Por MAC,1,D,,,10/6/2021 5:13,,,,-
191239B0100,191239B01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1239,1,B,0,1,2,0,,,,29,145,1,0,5,78,18,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,12,,295,662,12, Por Recuento,1,D,,,12/6/2021 6:38,,,,-
191240B0100,191240B01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1240,1,B,0,1,2,0,,,,6,126,0,1,2,45,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,188,419,12, Por Consejo CEE,1,D,,,12/6/2021 2:38,,,,-
191240C0100,191240C01002,19,NUEVO LEON,40,Monterrey,4,DISTRITO 4,1240,1,C,0,1,2,,,,,10,139,0,1,3,31,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,,202,419,12, Por MAC,1,D,,,10/6/2021 5:20,,,,-
191241B0100,191241B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1241,1,B,0,1,2,,,,,33,78,0,3,4,80,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,222,471,12, Por MAC,1,D,,,9/6/2021 22:09,,,,-
191242B0100,191242B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1242,1,B,0,1,2,,,,,28,88,1,1,4,105,21,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,,254,483,12, Por MAC,1,D,,,9/6/2021 22:10,,,,-
191243B0100,191243B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1243,1,B,0,1,2,,,,,31,95,0,4,2,82,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,244,452,12, Por MAC,1,D,,,9/6/2021 22:11,,,,-
191243C0100,191243C01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1243,1,C,0,1,2,0,,,,38,100,1,2,3,82,17,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,,254,452,12, Por Recuento,1,D,,,12/6/2021 7:28,,,,-
191244B0100,191244B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1244,1,B,0,1,2,,,,,42,160,1,2,0,138,45,1,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,10,,405,717,12, Por MAC,1,D,,,9/6/2021 22:14,,,,-
191245B0100,191245B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1245,1,B,0,1,2,,,,,27,65,0,0,2,47,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,150,263,12, Por MAC,1,D,,,9/6/2021 22:15,,,,-
191246B0100,191246B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1246,1,B,0,1,2,,,,,54,153,2,2,0,117,24,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,3,,363,682,12, Por MAC,1,D,,,9/6/2021 22:16,,,,-
191247B0100,191247B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1247,1,B,0,1,2,,,,,75,124,1,3,0,175,33,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,,422,663,12, Por MAC,1,D,,,9/6/2021 22:17,,,,-
191247C0100,191247C01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1247,1,C,0,1,2,0,,,,59,142,1,2,0,134,31,3,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,10,,388,662,12, Por Recuento,1,D,,,12/6/2021 7:37,,,,-
191247C0200,191247C02002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1247,2,C,0,1,2,,,,,62,125,1,1,0,162,36,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,397,662,12, Por MAC,1,D,,,9/6/2021 22:19,,,,-
191248B0100,191248B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1248,1,B,0,1,2,0,,,,49,112,2,5,9,133,43,1,2,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,7,,373,672,12, Por Recuento,1,D,,,12/6/2021 7:25,,,,-
191249B0100,191249B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1249,1,B,0,1,2,0,,,,42,74,0,3,3,87,19,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,,239,352,12, Por Recuento,1,D,,,12/6/2021 7:35,,,,-
191250B0100,191250B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1250,1,B,0,1,2,0,,,,68,145,3,1,1,129,37,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,397,618,12, Por Recuento,1,D,,,12/6/2021 7:33,,,,-
191251B0100,191251B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1251,1,B,0,1,2,0,,,,37,119,1,3,3,96,38,0,0,0,3,0,1,1,0,1,0,0,1,0,0,0,1,0,1,,306,511,12, Por Recuento,1,D,,,12/6/2021 7:38,,,,-
191252B0100,191252B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1252,1,B,0,1,2,,,,,43,97,1,2,2,108,40,1,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,2,,305,543,12, Por MAC,1,D,,,9/6/2021 22:38,,,,-
191253B0100,191253B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1253,1,B,0,1,2,,,,,49,119,2,5,1,114,38,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,335,616,12, Por MAC,1,D,,,9/6/2021 22:41,,,,-
191254B0100,191254B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1254,1,B,0,1,2,0,,,,23,75,0,3,2,63,25,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,,198,328,12, Por Recuento,1,D,,,12/6/2021 7:36,,,,-
191255B0100,191255B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1255,1,B,0,1,2,0,,,,54,88,1,2,2,101,34,0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,8,,297,556,12, Por Recuento,1,D,,,12/6/2021 7:26,,,,-
191256B0100,191256B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1256,1,B,0,1,2,,,,,28,64,1,2,0,79,21,2,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,,208,355,12, Por MAC,1,D,,,9/6/2021 22:44,,,,-
191257B0100,191257B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1257,1,B,0,1,2,,,,,41,114,1,0,2,93,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,283,529,12, Por MAC,1,D,,,9/6/2021 22:44,,,,-
191258B0100,191258B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1258,1,B,0,1,2,0,,,,48,95,0,0,3,107,47,2,1,2,5,1,0,0,0,0,0,0,0,0,0,0,1,1,2,,315,562,12, Por Recuento,1,D,,,12/6/2021 7:39,,,,-
191259B0100,191259B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1259,1,B,0,1,2,0,,,,31,64,0,2,3,96,25,3,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,3,,233,413,12, Por Recuento,1,D,,,12/6/2021 7:45,,,,-
191260B0100,191260B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1260,1,B,0,1,2,0,,,,35,53,0,2,3,72,29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,196,333,12, Por Recuento,1,D,,,12/6/2021 7:26,,,,-
191261B0100,191261B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1261,1,B,0,1,2,,,,,17,53,1,2,2,71,22,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,5,,179,358,12, Por MAC,1,D,,,9/6/2021 22:52,,,,-
191262B0100,191262B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1262,1,B,0,1,2,0,,,,18,33,0,1,2,46,17,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,,121,226,12, Por Consejo CEE,1,D,,,12/6/2021 2:47,,,,-
191263B0100,191263B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1263,1,B,0,1,2,0,,,,21,77,0,1,4,77,23,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,3,,211,452,12, Por Consejo CEE,1,D,,,12/6/2021 2:49,,,,-
191264B0100,191264B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1264,1,B,0,1,2,0,,,,45,85,0,2,2,87,18,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,,246,495,12, Por Recuento,1,D,,,12/6/2021 7:33,,,,-
191266B0100,191266B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1266,1,B,0,1,2,0,,,,30,78,1,1,0,71,16,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,,204,330,12, Por Consejo CEE,1,D,,,12/6/2021 2:50,,,,-
191267B0100,191267B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1267,1,B,0,1,2,0,,,,50,134,3,0,3,114,36,0,0,0,1,5,1,0,0,0,0,0,0,0,1,0,0,1,3,,352,575,12, Por Recuento,1,D,,,12/6/2021 7:22,,,,-
191268B0100,191268B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1268,1,B,0,1,2,,,,,28,58,0,1,0,49,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,152,266,12, Por MAC,1,D,,,9/6/2021 22:56,,,,-
191269B0100,191269B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1269,1,B,0,1,2,,,,,23,43,0,2,2,64,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,,161,344,12, Por MAC,1,D,,,9/6/2021 22:58,,,,-
191270B0100,191270B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1270,1,B,0,1,2,,,,,26,48,2,1,2,61,19,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,4,,169,293,12, Por MAC,1,D,,,9/6/2021 23:00,,,,-
191271B0100,191271B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1271,1,B,0,1,2,,,,,25,61,0,0,0,67,13,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,6,,178,310,12, Por MAC,1,D,,,9/6/2021 23:01,,,,-
191272B0100,191272B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1272,1,B,0,1,2,0,,,,26,60,0,3,0,61,21,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,3,,179,285,12, Por Recuento,1,D,,,12/6/2021 7:29,,,,-
191273B0100,191273B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1273,1,B,0,1,2,0,,,,24,55,1,5,0,60,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,164,293,12, Por Consejo CEE,1,D,,,12/6/2021 2:51,,,,-
191274B0100,191274B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1274,1,B,0,1,2,,,,,52,93,2,2,2,141,41,3,2,0,4,0,0,1,0,0,1,0,0,0,0,0,0,2,2,,348,579,12, Por MAC,1,D,,,9/6/2021 23:04,,,,-
191275B0100,191275B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1275,1,B,0,1,2,0,,,,66,113,2,1,4,120,37,1,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,,356,623,12, Por Recuento,1,D,,,12/6/2021 7:43,,,,-
191276B0100,191276B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1276,1,B,0,1,2,0,,,,22,47,0,0,0,67,27,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,7,,175,306,12, Por Recuento,1,D,,,12/6/2021 7:27,,,,-
191277B0100,191277B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1277,1,B,0,1,2,0,,,,32,57,0,0,2,89,33,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,,221,384,12, Por Recuento,1,D,,,12/6/2021 7:24,,,,-
191278B0100,191278B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1278,1,B,0,1,2,,,,,30,63,0,3,1,72,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,194,341,12, Por MAC,1,D,,,9/6/2021 23:12,,,,-
191279B0100,191279B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1279,1,B,0,1,2,,,,,27,77,1,5,1,95,27,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,,241,436,12, Por MAC,1,D,,,9/6/2021 23:13,,,,-
191280B0100,191280B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1280,1,B,0,1,2,,,,,21,49,2,0,0,52,18,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,147,252,12, Por MAC,1,D,,,9/6/2021 23:14,,,,-
191281B0100,191281B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1281,1,B,0,1,2,,,,,44,86,2,2,2,110,27,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,,290,505,12, Por MAC,1,D,,,9/6/2021 23:15,,,,-
191282B0100,191282B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1282,1,B,0,1,2,0,,,,37,95,1,0,4,97,30,0,5,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,8,,282,446,12, Por Recuento,1,D,,,12/6/2021 7:46,,,,-
191283B0100,191283B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1283,1,B,0,1,2,0,,,,16,37,0,2,1,36,8,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,,106,179,12, Por Recuento,1,D,,,12/6/2021 7:46,,,,-
191284B0100,191284B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1284,1,B,0,1,2,0,,,,43,81,0,1,0,99,43,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,8,,278,492,12, Por Recuento,1,D,,,12/6/2021 7:53,,,,-
191285B0100,191285B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1285,1,B,0,1,2,,,,,57,88,1,3,0,97,22,2,2,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,2,,283,511,12, Por MAC,1,D,,,9/6/2021 23:21,,,,-
191285C0100,191285C01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1285,1,C,0,1,2,,,,,44,94,2,2,1,100,20,1,2,1,5,0,2,2,0,0,0,0,0,0,0,0,0,0,2,,278,510,12, Por MAC,1,D,,,9/6/2021 23:42,,,,-
191286B0100,191286B01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1286,1,B,0,1,2,,,,,45,60,1,3,2,87,23,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,7,,237,416,12, Por MAC,1,D,,,9/6/2021 23:46,,,,-
191286C0100,191286C01002,19,NUEVO LEON,40,Monterrey,6,DISTRITO 6,1286,1,C,0,1,2,0,,,,42,82,3,0,1,84,23,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,6,,247,415,12, Por Recuento,1,D,,,12/6/2021 7:42,,,,-
