 CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PANAL,PES,RSP,FXM,C_PRI_PRD,C_PVEM_PT_MORENA_PANAL,C_PVEM_PT_MORENA,C_PVEM_PT_PANAL,C_PVEM_MORENA_PANAL,C_PT_MORENA_PANAL,C_PVEM_PT,C_PVEM_MORENA,C_PVEM_PANAL,C_PT_MORENA,C_PT_PANAL,C_MORENA_PANAL,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
190735C0200,190735C02002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,735,2,C,0,1,2,,,,,47,82,1,4,0,124,40,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,5,,312,617,12, Por MAC,1,I,,,9/6/2021 13:57,,,,-
190735C0300,190735C03002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,735,3,C,0,1,2,,,,,61,86,1,2,3,127,38,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,,332,617,12, Por MAC,1,I,,,9/6/2021 13:58,,,,-
190736B0100,190736B01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,736,1,B,0,1,2,,,,,64,129,1,2,3,136,45,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,394,726,12, Por MAC,1,I,,,9/6/2021 13:58,,,,-
190736C0100,190736C01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,736,1,C,0,1,2,,,,,54,87,2,3,3,126,57,4,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,4,,346,725,12, Por MAC,1,I,,,9/6/2021 13:59,,,,-
190737B0100,190737B01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,737,1,B,0,1,2,0,,,,47,71,2,2,2,116,40,3,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,9,,302,554,12, Por Recuento,1,I,,,12/6/2021 15:00,,,,-
190737C0100,190737C01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,737,1,C,0,1,2,,,,,49,66,1,1,4,118,42,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,296,554,12, Por MAC,1,I,,,9/6/2021 14:00,,,,-
190737C0200,190737C02002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,737,2,C,0,1,2,,,,,42,98,0,3,2,121,144,2,3,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,4,,424,553,12, Por MAC,1,I,,,9/6/2021 14:01,,,,-
190738B0100,190738B01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,738,1,B,0,1,2,,,,,57,60,1,3,3,87,29,2,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,1,6,,256,539,12, Por MAC,1,I,,,9/6/2021 14:03,,,,-
190738C0100,190738C01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,738,1,C,0,1,2,,,,,61,77,3,6,2,88,28,0,3,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,3,,276,539,12, Por MAC,1,I,,,9/6/2021 14:04,,,,-
190738C0200,190738C02002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,738,2,C,0,1,2,,,,,46,75,1,6,3,97,34,2,2,2,1,0,2,0,0,0,1,0,0,0,1,0,0,0,10,,283,538,12, Por MAC,1,I,,,9/6/2021 14:05,,,,-
190739B0100,190739B01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,739,1,B,0,1,2,0,,,,66,72,2,1,2,172,56,0,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,,383,713,12, Por Recuento,1,I,,,12/6/2021 10:59,,,,-
190739C0100,190739C01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,739,1,C,0,1,2,,,,,69,83,2,0,3,166,44,4,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3,,380,713,12, Por MAC,1,I,,,9/6/2021 14:10,,,,-
190739C0200,190739C02002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,739,2,C,0,1,2,0,,,,80,70,1,3,2,168,49,3,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,7,,394,713,12, Por Consejo CEE,1,I,,,12/6/2021 4:45,,,,-
190739C0300,190739C03002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,739,3,C,0,1,2,,,,,82,74,0,2,4,171,44,4,2,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,7,,400,713,12, Por MAC,1,I,,,9/6/2021 14:12,,,,-
190739C0400,190739C04002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,739,4,C,0,1,2,,,,,76,72,1,3,4,165,43,1,0,0,3,1,1,1,0,0,0,0,1,0,0,0,0,1,2,,375,712,12, Por MAC,1,I,,,9/6/2021 14:14,,,,-
190739C0500,190739C05002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,739,5,C,0,1,2,,,,,72,87,1,1,5,172,34,3,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,5,,389,712,12, Por MAC,1,I,,,9/6/2021 14:20,,,,-
190739C0600,190739C06002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,739,6,C,0,1,2,,,,,57,79,1,2,3,190,44,3,2,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,4,,395,712,12, Por MAC,1,I,,,9/6/2021 14:21,,,,-
190739C0700,190739C07002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,739,7,C,0,1,2,,,,,74,85,2,1,5,181,36,0,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,5,,396,712,12, Por MAC,1,I,,,9/6/2021 14:22,,,,-
190739C0800,190739C08002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,739,8,C,0,1,2,,,,,83,73,2,3,2,156,35,2,1,1,2,2,1,0,1,1,0,1,1,0,0,1,0,0,1,,369,712,12, Por MAC,1,I,,,9/6/2021 14:23,,,,-
190739C0900,190739C09002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,739,9,C,0,1,2,0,,,,69,71,0,4,0,168,40,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,,358,712,12, Por Consejo CEE,1,I,,,12/6/2021 4:46,,,,-
190739C1000,190739C10002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,739,10,C,0,1,2,,,,,80,65,3,2,2,164,37,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,371,712,12, Por MAC,1,I,,,9/6/2021 14:25,,,,-
190739C1100,190739C11002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,739,11,C,0,1,2,,,,,68,81,1,4,5,197,43,3,1,2,2,0,3,0,0,0,0,0,0,0,0,0,1,0,5,,416,712,12, Por MAC,1,I,,,9/6/2021 14:25,,,,-
190739C1200,190739C12002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,739,12,C,0,1,2,,,,,64,76,2,1,1,187,49,2,3,0,3,1,2,0,0,0,1,0,2,0,0,0,0,0,0,,394,712,12, Por MAC,1,I,,,9/6/2021 14:26,,,,-
190740B0100,190740B01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,740,1,B,0,1,2,,,,,67,95,2,3,5,186,55,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,7,,426,749,12, Por MAC,1,I,,,9/6/2021 14:27,,,,-
190740C0100,190740C01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,740,1,C,0,1,2,,,,,74,61,1,3,4,186,48,3,2,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,7,,395,749,12, Por MAC,1,I,,,9/6/2021 14:28,,,,-
190740C0200,190740C02002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,740,2,C,0,1,2,,,,,61,92,3,2,2,152,48,3,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,1,2,,377,748,12, Por MAC,1,I,,,9/6/2021 14:29,,,,-
190741B0100,190741B01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,741,1,B,0,1,2,,,,,37,63,1,1,2,98,29,0,2,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,8,,247,570,12, Por MAC,1,I,,,9/6/2021 14:29,,,,-
190741C0100,190741C01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,741,1,C,0,1,2,,,,,45,67,0,6,4,95,21,0,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,,255,570,12, Por MAC,1,I,,,9/6/2021 14:30,,,,-
190741C0200,190741C02002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,741,2,C,0,1,2,,,,,40,71,3,3,1,90,39,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,,259,570,12, Por MAC,1,I,,,9/6/2021 14:31,,,,-
190741C0300,190741C03002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,741,3,C,0,1,2,,,,,50,59,3,2,5,90,30,2,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,11,,259,570,12, Por MAC,1,I,,,9/6/2021 14:32,,,,-
190742B0100,190742B01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,742,1,B,0,1,2,,,,,54,66,3,5,5,128,32,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,,305,705,12, Por MAC,1,I,,,9/6/2021 14:33,,,,-
190742C0100,190742C01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,742,1,C,0,1,2,0,,,,37,67,1,4,7,141,29,6,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5,,303,704,12, Por Consejo CEE,1,I,,,12/6/2021 4:47,,,,-
190742C0200,190742C02002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,742,2,C,0,1,2,0,,,,38,58,4,2,6,119,29,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,262,704,12, Por Consejo CEE,1,I,,,12/6/2021 4:48,,,,-
190742C0300,190742C03002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,742,3,C,0,1,2,0,,,,42,67,1,5,5,57,45,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,230,704,12, Por Consejo CEE,1,I,,,12/6/2021 4:49,,,,-
190742C0400,190742C04002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,742,4,C,0,1,2,,,,,29,75,1,1,8,119,32,0,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,6,,279,704,12, Por MAC,1,I,,,9/6/2021 14:36,,,,-
190742C0500,190742C05002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,742,5,C,0,1,2,,,,,40,74,0,5,1,108,26,2,2,2,4,1,0,0,0,0,0,0,2,0,0,0,0,1,5,,273,704,12, Por MAC,1,I,,,9/6/2021 14:37,,,,-
190742C0600,190742C06002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,742,6,C,0,1,2,,,,,28,56,1,6,3,124,29,0,2,2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,,256,704,12, Por MAC,1,I,,,9/6/2021 14:38,,,,-
190742C0700,190742C07002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,742,7,C,0,1,2,,,,,47,84,1,3,0,124,34,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,,302,704,12, Por MAC,1,I,,,9/6/2021 14:39,,,,-
190742C0800,190742C08002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,742,8,C,0,1,2,,,,,42,64,1,5,3,102,28,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,255,704,12, Por MAC,1,I,,,9/6/2021 14:39,,,,-
190742C0900,190742C09002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,742,9,C,0,1,2,0,,,,41,83,4,2,0,116,27,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,277,704,12, Por Consejo CEE,1,I,,,12/6/2021 4:49,,,,-
190742C1000,190742C10002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,742,10,C,0,1,2,,,,,42,65,0,2,0,118,23,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,266,704,12, Por MAC,1,I,,,9/6/2021 14:42,,,,-
190742C1100,190742C11002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,742,11,C,0,1,2,,,,,36,68,1,3,1,107,29,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,,256,704,12, Por MAC,1,I,,,9/6/2021 14:43,,,,-
190743B0100,190743B01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,743,1,B,0,1,2,,,,,48,84,1,2,1,100,34,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,,278,605,12, Por MAC,1,I,,,9/6/2021 14:44,,,,-
190743C0100,190743C01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,743,1,C,0,1,2,,,,,67,62,0,3,2,115,40,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,5,,299,605,12, Por MAC,1,I,,,9/6/2021 14:45,,,,-
190743C0200,190743C02002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,743,2,C,0,1,2,,,,,43,73,0,3,2,121,32,1,0,0,5,1,1,1,0,1,0,0,0,0,0,0,0,0,3,,287,605,12, Por MAC,1,I,,,9/6/2021 14:45,,,,-
190743C0300,190743C03002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,743,3,C,0,1,2,0,,,,42,76,1,3,2,121,32,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,,288,605,12, Por Consejo CEE,1,I,,,12/6/2021 4:50,,,,-
190743C0400,190743C04002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,743,4,C,0,1,2,,,,,16,65,4,3,3,126,27,2,0,1,0,2,1,0,0,1,0,0,0,0,1,0,1,0,6,,259,605,12, Por MAC,1,I,,,9/6/2021 14:47,,,,-
190744B0100,190744B01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,744,1,B,0,1,2,,,,,57,81,2,7,5,98,28,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,,298,733,12, Por MAC,1,I,,,9/6/2021 14:47,,,,-
190744C0100,190744C01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,744,1,C,0,1,2,,,,,42,73,0,10,6,105,28,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,12,,284,733,12, Por MAC,1,I,,,9/6/2021 14:48,,,,-
190744C0200,190744C02002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,744,2,C,0,1,2,,,,,54,83,0,1,3,95,34,0,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,,282,733,12, Por MAC,1,I,,,9/6/2021 14:49,,,,-
190744C0300,190744C03002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,744,3,C,0,1,2,0,,,,56,91,1,9,5,91,38,1,1,1,3,1,1,0,0,0,0,0,1,0,1,0,0,0,5,,306,733,12, Por Recuento,1,I,,,12/6/2021 14:27,,,,-
1.91E+105,190744E01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,744,1,E,0,1,2,,,,,84,97,1,3,2,213,32,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,445,680,12, Por MAC,1,I,,,9/6/2021 14:51,,,,-
1.91E+106,190744E01012,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,744,1,E,1,1,2,,,,,104,80,0,0,2,202,34,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,3,,433,680,12, Por MAC,1,I,,,9/6/2021 14:55,,,,-
1.91E+107,190744E01022,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,744,1,E,2,1,2,,,,,85,88,1,1,1,209,34,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,,427,679,12, Por MAC,1,I,,,9/6/2021 14:56,,,,-
1.91E+108,190744E01032,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,744,1,E,3,1,2,,,,,85,98,2,3,1,189,27,2,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,4,,418,679,12, Por MAC,1,I,,,9/6/2021 14:57,,,,-
1.91E+109,190744E01042,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,744,1,E,4,1,2,,,,,81,82,0,4,2,230,25,5,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,,438,679,12, Por MAC,1,I,,,9/6/2021 14:58,,,,-
1.91E+110,190744E01052,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,744,1,E,5,1,2,,,,,85,86,1,0,0,197,31,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,,408,679,12, Por MAC,1,I,,,9/6/2021 14:58,,,,-
1.91E+111,190744E01062,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,744,1,E,6,1,2,0,,,,95,112,2,1,1,178,34,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,427,679,12, Por Consejo CEE,1,I,,,12/6/2021 4:51,,,,-
1.91E+112,190744E01072,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,744,1,E,7,1,2,,,,,105,83,2,1,3,203,29,1,3,1,3,2,1,0,0,0,0,0,0,0,1,0,0,0,2,,440,679,12, Por MAC,1,I,,,9/6/2021 15:00,,,,-
1.91E+113,190744E01082,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,744,1,E,8,1,2,,,,,100,89,2,4,1,187,32,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2,,426,679,12, Por MAC,1,I,,,9/6/2021 15:00,,,,-
190745B0100,190745B01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,745,1,B,0,1,2,,,,,71,75,5,4,1,154,57,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,379,686,12, Por MAC,1,I,,,9/6/2021 15:01,,,,-
190745C0100,190745C01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,745,1,C,0,1,2,,,,,65,91,0,3,0,159,51,9,1,1,3,1,1,0,1,0,0,0,1,0,0,0,1,0,7,,395,686,12, Por MAC,1,I,,,9/6/2021 15:02,,,,-
190746B0100,190746B01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,746,1,B,0,1,2,,,,,62,66,0,1,0,116,48,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,301,519,12, Por MAC,1,I,,,9/6/2021 15:03,,,,-
190746C0100,190746C01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,746,1,C,0,1,2,,,,,67,61,1,2,2,135,54,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,,330,519,12, Por MAC,1,I,,,9/6/2021 15:04,,,,-
190746C0200,190746C02002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,746,2,C,0,1,2,,,,,63,67,0,6,0,115,43,3,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,,310,519,12, Por MAC,1,I,,,9/6/2021 15:05,,,,-
190747B0100,190747B01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,747,1,B,0,1,2,0,,,,56,88,0,1,3,135,40,3,4,0,4,1,1,0,0,0,0,0,0,0,2,0,0,0,5,,343,677,12, Por Consejo CEE,1,I,,,12/6/2021 4:53,,,,-
190747C0100,190747C01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,747,1,C,0,1,2,,,,,83,67,3,5,2,138,50,3,4,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,,365,676,12, Por MAC,1,I,,,9/6/2021 15:06,,,,-
190748B0100,190748B01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,748,1,B,0,1,2,0,,,,48,71,2,2,2,143,35,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,316,633,12, Por Consejo CEE,1,I,,,12/6/2021 4:54,,,,-
190748C0100,190748C01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,748,1,C,0,1,2,,,,,47,81,1,1,3,131,31,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,299,633,12, Por MAC,1,I,,,9/6/2021 15:08,,,,-
190749B0100,190749B01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,749,1,B,0,1,2,,,,,70,74,0,3,7,129,40,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,333,606,12, Por MAC,1,I,,,9/6/2021 15:09,,,,-
190749C0100,190749C01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,749,1,C,0,1,2,,,,,56,61,2,2,2,139,33,2,0,3,5,1,0,0,0,0,0,0,1,0,0,0,0,1,6,,314,606,12, Por MAC,1,I,,,9/6/2021 15:10,,,,-
190749C0200,190749C02002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,749,2,C,0,1,2,,,,,54,79,0,1,0,133,39,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,324,606,12, Por MAC,1,I,,,9/6/2021 15:53,,,,-
190750B0100,190750B01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,750,1,B,0,1,2,,,,,75,76,1,1,2,159,35,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,367,641,12, Por MAC,1,I,,,9/6/2021 15:54,,,,-
190750C0100,190750C01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,750,1,C,0,1,2,,,,,68,79,1,3,2,158,39,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,367,641,12, Por MAC,1,I,,,9/6/2021 15:55,,,,-
190750C0200,190750C02002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,750,2,C,0,1,2,0,,,,75,88,1,0,1,160,36,3,0,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,7,,379,640,12, Por Consejo CEE,1,I,,,12/6/2021 4:55,,,,-
190750C0300,190750C03002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,750,3,C,0,1,2,,,,,86,62,2,7,2,132,50,1,0,1,6,3,0,1,0,0,0,0,0,0,0,0,0,0,4,,357,640,12, Por MAC,1,I,,,9/6/2021 15:57,,,,-
190751B0100,190751B01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,751,1,B,0,1,2,,,,,44,91,1,2,2,114,34,3,3,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,9,,308,571,12, Por MAC,1,D,,,9/6/2021 15:58,,,,-
190751C0100,190751C01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,751,1,C,0,1,2,0,,,,45,84,1,5,3,116,23,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,281,571,12, Por Consejo CEE,1,D,,,12/6/2021 4:56,,,,-
190751C0200,190751C02002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,751,2,C,0,1,2,,,,,62,77,3,5,5,82,33,2,1,1,4,0,0,1,0,0,0,0,0,1,0,0,1,0,4,,282,570,12, Por MAC,1,D,,,9/6/2021 15:59,,,,-
190751C0300,190751C03002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,751,3,C,0,1,2,,,,,56,73,2,1,3,109,37,1,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,7,,297,570,12, Por MAC,1,D,,,9/6/2021 16:01,,,,-
190752B0100,190752B01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,752,1,B,0,1,2,0,,,,43,97,1,0,4,111,52,1,2,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,8,,325,677,12, Por Consejo CEE,1,D,,,12/6/2021 4:58,,,,-
190752C0100,190752C01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,752,1,C,0,1,2,0,,,,44,90,2,7,5,89,60,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,,320,676,12, Por Recuento,1,D,,,12/6/2021 11:02,,,,-
190753B0100,190753B01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,753,1,B,0,1,2,,,,,15,84,1,2,2,102,28,2,3,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,8,,254,715,12, Por MAC,1,D,,,9/6/2021 16:03,,,,-
190753C0100,190753C01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,753,1,C,0,1,2,0,,,,25,88,1,1,2,91,31,1,1,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,8,,254,715,12, Por Recuento,1,D,,,12/6/2021 11:04,,,,-
190753C0200,190753C02002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,753,2,C,0,1,2,,,,,34,94,2,2,4,104,35,3,3,0,0,2,2,0,0,0,0,1,1,1,0,0,0,0,7,,295,714,12, Por MAC,1,D,,,9/6/2021 16:06,,,,-
190754B0100,190754B01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,754,1,B,0,1,2,,,,,30,63,4,2,2,82,24,1,0,0,2,1,0,0,3,0,0,0,0,0,2,0,0,0,7,,223,546,12, Por MAC,1,D,,,9/6/2021 16:07,,,,-
190754C0100,190754C01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,754,1,C,0,1,2,,,,,28,69,0,3,0,81,25,2,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,11,,226,546,12, Por MAC,1,D,,,9/6/2021 16:08,,,,-
190754C0200,190754C02002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,754,2,C,0,1,2,0,,,,18,75,3,4,4,95,31,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,239,546,12, Por Consejo CEE,1,D,,,12/6/2021 4:59,,,,-
190755B0100,190755B01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,755,1,B,0,1,2,,,,,35,83,0,4,1,111,29,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,8,,276,594,12, Por MAC,1,D,,,9/6/2021 16:09,,,,-
190755C0100,190755C01002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,755,1,C,0,1,2,,,,,26,72,1,5,4,2,43,4,0,2,1,0,3,0,3,0,0,3,0,0,1,2,0,0,12,,184,594,12, Por MAC,1,D,,,9/6/2021 16:11,,,,-
190755C0200,190755C02002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,755,2,C,0,1,2,,,,,29,67,2,6,4,95,29,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,251,594,12, Por MAC,1,D,,,9/6/2021 16:12,,,,-
190755C0300,190755C03002,19,NUEVO LEON,26,Guadalupe,13,DISTRITO 13,755,3,C,0,1,2,,,,,35,67,0,5,2,89,29,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,,237,593,12, Por MAC,1,D,,,9/6/2021 16:13,,,,-
